metabolite,super_pathway,sub_pathway,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30
nicotinate ribonucleoside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.00312646,0.00275694,0.00325385,0.00308266,0.00379427,0.00356709,0.00415316,0.00366295,0.00401583,0.00363876,0.00454072,0.00329725,0.00354096,0.00571775,0.00572493,0.00523097,0.00618814,0.00438532,0.00537993,0.00619504,0.00602831,0.00540848,0.00508557,0.00601686,0.00345148,0.00260569,0.00530312,0.00432167,0.00492031,0.0040641
nicotinic acid mononucleotide (NaMN),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.00396895,0.00567768,0.00319272,0.00391866,0.00594774,0.00379387,0.00454511,0.00333971,0.00423144,0.00460372,0.00518528,0.00357298,0.0053938,0.00406209,0.00592101,0.00633262,0.0041337,0.00344267,0.00282812,0.00425231,0.00309948,0.00358711,0.00248421,0.00374573,0.00420692,0.00176379,0.00292553,0.00369062,0.00394194,0.00263272
O-acetylhomoserine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.0049943,0.00501323,0.00493901,0.00604708,0.00569914,0.00585577,0.00331414,0.00275093,0.00493274,0.00376906,0.00472204,0.00255166,0.00580723,0.0064366,0.00930482,0.00604705,0.00610092,0.0046236,0.00846819,0.00883071,0.01056879,0.01011346,0.00673726,0.00859816,0.00760092,0.00114899,0.00804856,0.00874264,0.00935685,0.00792845
oleate/vaccenate (18:1),Lipid,Long Chain Fatty Acid,0.00331199,0.00553469,0.00261974,0.00372769,0.00532954,0.0029876,0.00409992,0.00205514,0.0030626,0.00613646,0.00379416,0.00991624,0.0005804,0.00541625,0.00316029,0.00264512,0.00599923,0.00018923,0.00224922,0.00519928,0.00325607,0.00504425,0.0102226,0.00830556,0.00027134,0.00521657,0.00532467,0.00013734,0.00193507,0.00081614
oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,Lipid,Diacylglycerol,0.00267421,0.00347584,0.00187342,0.00683283,0.00291665,0.00704217,0.00848062,0.00310488,0.00227281,0.00446402,0.01130693,0.00404693,0.00582846,0.00844814,0.01048094,0.01342081,0.01089229,0.00457223,0.00660848,0.00858241,0.00745958,0.00857673,0.00928474,0.0086121,0.00440613,0.00290423,0.00788729,0.00500538,0.00541472,0.0040234
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,Lipid,Diacylglycerol,0.00226389,0.00322219,0.0017761,0.00711543,0.00247436,0.00811796,0.00992169,0.0036524,0.00205605,0.00512768,0.01180275,0.004921,0.00905284,0.00950948,0.01234909,0.01405536,0.01073687,0.00755517,0.00858195,0.00796009,0.00931584,0.00981584,0.01014298,0.01245005,0.00703516,0.00295704,0.00994582,0.00717162,0.00895997,0.0071421
ophthalmate,Amino Acid,Glutathione Metabolism,0.00411033,0.00397871,0.00231805,0.00334635,0.00476623,0.00307357,0.00405988,0.00369893,0.0043623,0.00363406,0.00419601,0.00367495,0.00278296,0.00272094,0.0039083,0.00301234,0.00263275,0.0019985,0.00129467,0.00138156,0.00141209,0.00212223,0.00139135,0.00137508,0.00165388,0.02600804,0.0018985,0.00166793,0.00193507,0.00104912
ornithine,Amino Acid,Urea cycle_ Arginine and Proline Metabolism,0.00518073,0.00452806,0.00351935,0.00344864,0.00279023,0.00301502,0.00388793,0.00469067,0.00340907,0.00472737,0.00438678,0.00413013,0.00452931,0.00407431,0.00366218,0.00465652,0.00328877,0.00324502,0.00355399,0.00380681,0.00400471,0.00636045,0.00619417,0.0060497,0.00620355,0.00243322,0.0039211,0.00665068,0.00373198,0.00334727
orotate,Nucleotide,Pyrimidine Metabolism_ Orotate containing,0.00175322,0.00195571,0.00279066,0.01107193,0.00919302,0.01738282,0.00471093,0.00515505,0.00869145,0.00702981,0.00449444,0.00461265,0.00612284,0.00823256,0.00780955,0.00531511,0.00712773,0.00850247,0.00712271,0.00689228,0.0072068,0.00678754,0.00740993,0.00413122,0.00433307,0.00069782,0.00731086,0.00449445,0.00509195,0.00419532
orotidine,Nucleotide,Pyrimidine Metabolism_ Orotate containing,0.0047771,0.00433108,0.00503754,0.00557469,0.00469278,0.00536876,0.00451354,0.0030478,0.00457387,0.00465576,0.00480987,0.00407874,0.00370215,0.00444871,0.00500695,0.0050913,0.00481534,0.00376685,0.00540302,0.00477474,0.00562661,0.00462864,0.00418555,0.00532484,0.00363183,0.00114991,0.00561524,0.00441236,0.00489922,0.00530468
palmitate (16:0),Lipid,Long Chain Fatty Acid,0.00379144,0.00438862,0.00293482,0.00567816,0.00397367,0.00411963,0.00515847,0.00227166,0.00278012,0.00413219,0.0034962,0.00510454,0.00280323,0.00369518,0.00339233,0.00333189,0.00430029,0.00162382,0.00245046,0.00343107,0.00276303,0.00283172,0.00527356,0.00486836,0.00149294,0.00395127,0.00294783,0.00144109,0.00140235,0.00134998
palmitoleate (16:1n7),Lipid,Long Chain Fatty Acid,0.00319023,0.00561349,0.0025352,0.0020291,0.00421414,0.00159813,0.0036717,0.00216805,0.00240857,0.00405902,0.00324263,0.0083863,0.00052989,0.00371685,0.0024994,0.00204373,0.0041337,0.00038136,0.00231909,0.0044742,0.0028971,0.00327727,0.00587085,0.00654931,0.00026201,0.00879725,0.00351832,0.00008349,0.00155038,0.00060905
palmitoleoyl ethanolamide*,Lipid,Endocannabinoid,0.00108735,0.00067064,0.00169125,0.00244355,0.00101023,0.00180585,0.00192489,0.00129574,0.00186523,0.00115396,0.00207959,0.0014349,0.00217908,0.00205253,0.00342495,0.00268367,0.00206478,0.00215551,0.00301753,0.00254381,0.00288072,0.00333016,0.00279057,0.00354304,0.00365142,0.00513323,0.00421316,0.00528166,0.00396806,0.0030596
palmitoleoyl-oleoyl-glycerol (16:1/18:1) [1]*,Lipid,Diacylglycerol,0.00128403,0.00149888,0.00092971,0.00397601,0.00123447,0.00371998,0.00417106,0.00124766,0.00080766,0.00179257,0.00517819,0.00160825,0.00283734,0.0039411,0.00528532,0.00685402,0.00491001,0.00210443,0.00331348,0.00487836,0.00424087,0.00451638,0.00490151,0.00522565,0.00200487,0.00292896,0.00351014,0.0023156,0.00239446,0.00202237
palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*,Lipid,Diacylglycerol,0.00133354,0.00171711,0.00101061,0.00440051,0.00117068,0.00438218,0.00468973,0.00158765,0.00084802,0.00221127,0.00483679,0.00193128,0.00413262,0.00400455,0.00538799,0.00645613,0.00469795,0.00331206,0.00410662,0.00389609,0.00441588,0.00433252,0.00456457,0.00589676,0.00273431,0.00338257,0.00406057,0.00290601,0.0033827,0.00285186
palmitoleoyl-palmitoleoyl-glycerol (16:1/16:1) [1]*,Lipid,Diacylglycerol,0.00093749,0.00099158,0.00063836,0.00270664,0.00076667,0.00228543,0.00247371,0.00070635,0.00051365,0.00100957,0.00290831,0.00098175,0.00176694,0.00228781,0.00318068,0.00474895,0.00297006,0.00116004,0.00215307,0.00368999,0.00291398,0.00302905,0.00341661,0.00358019,0.00117839,0.00552366,0.00205729,0.00131836,0.0013443,0.00111896
palmitoleoyl-palmitoleoyl-glycerol (16:1/16:1) [2]*,Lipid,Diacylglycerol,0.00098298,0.00108808,0.00069432,0.00295614,0.00076821,0.00271389,0.00267769,0.00085401,0.0004831,0.00120444,0.00267504,0.00106047,0.00276527,0.00221372,0.00322813,0.00414466,0.00280843,0.00181363,0.00269184,0.002615,0.00301403,0.00280652,0.00299885,0.00403999,0.00162715,0.00561096,0.00241301,0.00174521,0.00196507,0.00171059
palmitoyl-myristoyl-glycerol (16:0/14:0) [2],Lipid,Diacylglycerol,0.00135093,0.00123195,0.00052918,0.00323225,0.00063637,0.0025517,0.0039341,0.00170646,0.00059638,0.00217449,0.00325491,0.00185134,0.00293386,0.00239422,0.00344089,0.00488241,0.00287747,0.00290226,0.00350433,0.00411826,0.00328421,0.00388647,0.00471654,0.00458637,0.00162367,0.00629077,0.00226537,0.00151917,0.00197474,0.00174967
palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,Lipid,Diacylglycerol,0.0013884,0.00169764,0.00128402,0.00312996,0.00132378,0.00303918,0.00364862,0.00123339,0.00112444,0.00219758,0.00434995,0.00185216,0.00260473,0.00323643,0.00430454,0.00532879,0.00396918,0.00217176,0.0030002,0.0042526,0.00369512,0.00408555,0.00446134,0.00419923,0.00183093,0.00372538,0.00318192,0.00196824,0.00210865,0.00168113
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,Lipid,Diacylglycerol,0.00137189,0.0016578,0.00104011,0.00320387,0.00102493,0.00356105,0.00431333,0.00164287,0.00103221,0.00254975,0.00423426,0.00206588,0.00338653,0.00338383,0.00439313,0.00495452,0.00369925,0.00327259,0.00366198,0.0032887,0.00388446,0.00399125,0.00416618,0.00516228,0.00243861,0.00438809,0.00352402,0.00250139,0.00296647,0.00249043
palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*,Lipid,Diacylglycerol,0.00133488,0.0028955,0.00091025,0.00176955,0.00141464,0.00139087,0.00191499,0.00092846,0.00119506,0.00329206,0.00298008,0.00211075,0.00168297,0.00147555,0.00194896,0.0012405,0.00123722,0.00275802,0.00265806,0.00085913,0.0024235,0.00335934,0.00301822,0.00489091,0.000548,0.00975698,0.0024846,0.00059922,0.00057917,0.00048728
pantetheine,Cofactors and Vitamins,Pantothenate and CoA Metabolism,0.00077247,0.00154492,0.00100392,0.00102401,0.00229149,0.00273526,0.00210532,0.00076529,0.00273026,0.00147327,0.00120318,0.00070644,0.00055724,0.00142274,0.00079063,0.00071786,0.00115165,0.00105788,0.00247702,0.00098658,0.00244064,0.00260969,0.00052433,0.00103239,0.00091766,0.01100519,0.00093463,0.00185192,0.00150955,0.00240007
pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,0.00342751,0.00333463,0.00238313,0.00569235,0.00317298,0.00408291,0.00367971,0.00186839,0.00243279,0.00408406,0.00416484,0.00303377,0.00273921,0.0034662,0.00314621,0.0035528,0.00381458,0.00255806,0.00328836,0.00348216,0.00261105,0.00283596,0.00369089,0.00385222,0.00156984,0.00417563,0.00228667,0.00173159,0.00193507,0.00134249
phenylalanine,Amino Acid,Phenylalanine Metabolism,0.00311352,0.00312879,0.00345001,0.00402035,0.00419984,0.0043859,0.0034517,0.00220435,0.00351774,0.00270119,0.00347779,0.00262222,0.00282704,0.0041618,0.00479752,0.0039739,0.00418248,0.00339826,0.00466994,0.00498371,0.00645969,0.00481824,0.00346778,0.00475357,0.00423201,0.00305259,0.00500412,0.00501258,0.0054569,0.00429187
phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,0.00200521,0.00210711,0.00334083,0.00288638,0.00173824,0.00208932,0.00222827,0.00161371,0.00243855,0.00318054,0.00316424,0.00270135,0.00375427,0.00397184,0.00338862,0.00460762,0.00410145,0.004778,0.00845693,0.00539964,0.00494014,0.00559184,0.00619992,0.00586127,0.00424684,0.00283311,0.00600935,0.00536555,0.00545942,0.00509792
phenylpyruvate,Amino Acid,Phenylalanine Metabolism,0.00339584,0.00454931,0.00468506,0.00361181,0.00584413,0.00535482,0.00384506,0.00236659,0.00400401,0.00276145,0.00412518,0.00428145,0.00289814,0.0039411,0.00421039,0.00380355,0.00551518,0.00247505,0.00824702,0.00546049,0.00785105,0.00498388,0.00592988,0.00659608,0.00510518,0.00038157,0.00560533,0.0048382,0.007457,0.00746787
phosphate,Energy,Oxidative Phosphorylation,0.00398902,0.0036622,0.00240442,0.0086952,0.00322131,0.00689253,0.00344039,0.00246399,0.00288245,0.00568646,0.0040109,0.00355136,0.00509138,0.00392455,0.00351465,0.00399296,0.00371661,0.00268779,0.00234738,0.00268331,0.00234879,0.00336982,0.00436023,0.0029648,0.00329787,0.00328062,0.00243258,0.00342534,0.00216361,0.00202758
phosphoenolpyruvate (PEP),Carbohydrate,Glycolysis_ Gluconeogenesis_ and Pyruvate Metabolism,0.00607585,0.00304114,0.00574008,0.00642074,0.00431621,0.00837587,0.00178544,0.00648213,0.00517169,0.00514724,0.00242477,0.00195372,0.00409594,0.00389144,0.00300906,0.00259124,0.00289896,0.01018782,0.00232255,0.00298816,0.00261284,0.00320467,0.00328129,0.00157015,0.00190929,0.00447235,0.00259805,0.00094097,0.00193507,0.00116064
phytosphingosine,Lipid,Sphingolipid Metabolism,0.00312289,0.00283884,0.00306225,0.00337532,0.00301447,0.00326689,0.00520652,0.00429112,0.00433549,0.00522081,0.00525422,0.00564294,0.00230262,0.00365813,0.00362659,0.00379775,0.00335987,0.00287963,0.00297682,0.00331396,0.00277454,0.00336284,0.00323225,0.00316783,0.00165516,0.00356054,0.00264809,0.00157303,0.00221798,0.00177946
picolinate,Amino Acid,Tryptophan Metabolism,0.00144682,0.00143602,0.00189166,0.00612099,0.00430577,0.0038185,0.00152823,0.00100632,0.00217452,0.00340828,0.00376489,0.00199614,0.00490091,0.00561449,0.00445725,0.00455912,0.00348471,0.00211662,0.00403184,0.00238278,0.00325863,0.00438341,0.00543068,0.00489987,0.00286852,0.00099026,0.00383267,0.00486363,0.00306361,0.003155
proline,Amino Acid,Urea cycle_ Arginine and Proline Metabolism,0.00208772,0.00162592,0.00235485,0.00217809,0.00148114,0.00171663,0.00173504,0.00117414,0.0023466,0.00216079,0.00182649,0.0009426,0.00275079,0.00247028,0.00280409,0.0030227,0.00239754,0.00201214,0.00222785,0.00316153,0.00322511,0.00249469,0.00173313,0.00196957,0.00274548,0.00397599,0.00309819,0.00303834,0.00294537,0.00261253
pseudouridine,Nucleotide,Pyrimidine Metabolism_ Uracil containing,0.00218986,0.00269674,0.00242571,0.00223543,0.00293985,0.00256843,0.00313654,0.00222916,0.00355925,0.00279236,0.00314347,0.00203244,0.00222348,0.0030311,0.00370666,0.00359052,0.00293534,0.00248289,0.00293264,0.0031245,0.00358869,0.00356291,0.00236099,0.0030557,0.00268139,0.00391372,0.00300183,0.00214322,0.00381538,0.00216629
pterin,Cofactors and Vitamins,Pterin Metabolism,0.00333162,0.00374277,0.0033539,0.00399966,0.00426247,0.00469772,0.00745411,0.00434107,0.00447183,0.00590716,0.00568629,0.00620825,0.00177949,0.00530275,0.00386752,0.00614777,0.00584918,0.00313619,0.0031899,0.00379792,0.00223007,0.00334812,0.0030273,0.00325541,0.00234231,0.00251106,0.00490825,0.00268157,0.00345604,0.0026941
putrescine,Amino Acid,Polyamine Metabolism,0.01068035,0.00642756,0.00753685,0.0046843,0.00523984,0.00547843,0.00165118,0.00108728,0.0010103,0.00143296,0.00165508,0.0014296,0.00112766,0.00138136,0.00129918,0.0014527,0.00144886,0.00101724,0.00107639,0.0010061,0.00089679,0.00295271,0.00151517,0.00116277,0.00425965,0.00106993,0.00161635,0.0045475,0.00144105,0.00162805
pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,0.00633542,0.00337403,0.00468111,0.00236964,0.00400807,0.00374275,0.0046299,0.00571498,0.00571993,0.00486863,0.00380738,0.00453678,0.00129368,0.0044164,0.00337083,0.00296343,0.00414486,0.00397233,0.00306026,0.00336677,0.00339679,0.0026758,0.00344568,0.0032793,0.00096453,0.00349308,0.00313931,0.00080243,0.00214367,0.00120053
pyridoxal phosphate,Cofactors and Vitamins,Vitamin B6 Metabolism,0.00443903,0.00472328,0.00393509,0.00560957,0.00506316,0.00524654,0.00866953,0.00310209,0.00493418,0.00582811,0.00742872,0.00566741,0.00253137,0.00512855,0.00466001,0.0052289,0.00620881,0.00293999,0.00444068,0.00467169,0.004039,0.00411947,0.004623,0.004873,0.00227786,0.00080161,0.00349057,0.00197865,0.00339799,0.00217312
pyridoxamine,Cofactors and Vitamins,Vitamin B6 Metabolism,0.00409918,0.00275119,0.00358686,0.00318672,0.00309836,0.00272829,0.00234086,0.00317251,0.00338457,0.00214514,0.00314724,0.00211524,0.00111093,0.00265394,0.00275812,0.00191773,0.00200608,0.0022954,0.00272447,0.00272924,0.00314323,0.00218909,0.00231104,0.00299234,0.00088928,0.00889493,0.00166763,0.00069132,0.00180426,0.00159109
pyridoxamine phosphate,Cofactors and Vitamins,Vitamin B6 Metabolism,0.00286109,0.00457189,0.00237614,0.00194987,0.00454625,0.00207863,0.00268664,0.00420768,0.00356011,0.00415489,0.00457708,0.00386665,0.0029715,0.00191065,0.00357655,0.00365932,0.00233389,0.00346037,0.00142604,0.00349106,0.00194914,0.00271821,0.00183848,0.00230364,0.00205687,0.00334411,0.00202632,0.00071134,0.0027002,0.00094899
pyridoxine (Vitamin B6),Cofactors and Vitamins,Vitamin B6 Metabolism,0.00394085,0.0037047,0.00220491,0.00659574,0.00372082,0.00481343,0.00392515,0.00190468,0.00225926,0.00450667,0.0047891,0.00413911,0.00270028,0.00361832,0.00342013,0.00401907,0.00359962,0.00292519,0.0029286,0.00357345,0.0024867,0.00261817,0.00347262,0.00375933,0.00155135,0.00303641,0.00158489,0.00144049,0.00164539,0.00108445
pyruvate,Carbohydrate,Glycolysis_ Gluconeogenesis_ and Pyruvate Metabolism,0.00061057,0.00081053,0.00161004,0.00080939,0.00090275,0.00063618,0.00098506,0.00042468,0.00113972,0.00101974,0.00164799,0.0009944,0.00089087,0.0011378,0.00191189,0.00152316,0.00180064,0.00070583,0.00220995,0.00147686,0.00243578,0.00174977,0.0012754,0.00254548,0.0013807,0.00417014,0.00334343,0.0015476,0.00202796,0.00362583
quinate,Xenobiotics,Food Component/Plant,0.00047544,0.00435144,0.00435296,0.00063025,0.00597248,0.00312701,0.00367406,0.00446577,0.0062921,0.00397958,0.00626804,0.00043479,0.00521106,0.0080229,0.00851975,0.00649343,0.00785568,0.00030938,0.00752866,0.01094969,0.00870971,0.00535684,0.00896203,0.00058984,0.00945656,0.0007604,0.00541607,0.00749175,0.00801817,0.00559122
quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.00206676,0.00339173,0.00222864,0.00259372,0.00351591,0.00252568,0.00303808,0.00264888,0.00438968,0.00391306,0.00462666,0.00316755,0.0052072,0.00303031,0.00550253,0.00441572,0.00322428,0.00316666,0.00250965,0.00394632,0.00317138,0.00424022,0.00265222,0.00287192,0.00315817,0.00292865,0.0026902,0.00240249,0.00257055,0.00171662
ribitol,Carbohydrate,Pentose Metabolism,0.00067435,0.00120849,0.00182506,0.00089394,0.00169068,0.00169525,0.00089885,0.00101873,0.00245354,0.00111561,0.00184207,0.00061671,0.00234638,0.00273906,0.00370666,0.00243706,0.00272039,0.00246518,0.00327017,0.00353527,0.00454483,0.00317399,0.00198531,0.00237894,0.00301554,0.00370004,0.00394885,0.0032906,0.00339431,0.00273187
ribonate,Carbohydrate,Pentose Metabolism,0.00455588,0.00418278,0.00372676,0.00926573,0.00430074,0.00575772,0.00507744,0.00227818,0.00270489,0.00446872,0.00495201,0.00442136,0.00538029,0.00408889,0.00309209,0.00440909,0.00404482,0.00309817,0.00407428,0.00338773,0.00302579,0.0032174,0.00419312,0.00463481,0.00313821,0.00005342,0.00285914,0.00370303,0.00262241,0.00257851
ribose 1-phosphate,Carbohydrate,Pentose Phosphate Pathway,0.00948953,0.00802559,0.00880323,0.00284203,0.00657174,0.00234584,0.0049592,0.00522888,0.0061719,0.00199175,0.00371483,0.00155808,0.00161573,0.0015055,0.00438201,0.00348856,0.00157907,0.00624596,0.00434367,0.00109652,0.0035173,0.00254608,0.00143434,0.00466135,0.00069942,0.0029897,0.00215786,0.00076479,0.0007392,0.00114419
ribulose/xylulose 5-phosphate,Carbohydrate,Pentose Phosphate Pathway,0.00635415,0.00505263,0.00304126,0.0036733,0.00471404,0.00532415,0.00582648,0.00217798,0.00394867,0.00486394,0.00455111,0.00339882,0.00320733,0.01005493,0.01338955,0.01329647,0.01176409,0.00514078,0.00876414,0.01283214,0.00869411,0.01055851,0.00881793,0.00890171,0.00665066,0.00243749,0.00836861,0.00432788,0.01095406,0.00521058
S-adenosylhomocysteine (SAH),Amino Acid,Methionine_ Cysteine_ SAM and Taurine Metabolism,0.00049684,0.00224743,0.00199902,0.0032086,0.00398604,0.00560483,0.00304891,0.00116142,0.00349526,0.00313358,0.0026316,0.0039523,0.00078888,0.00247265,0.00285042,0.00465984,0.00451772,0.00032331,0.00240888,0.00276196,0.0039474,0.00340674,0.00474076,0.00400516,0.00225076,0.00034006,0.00375761,0.00216624,0.00306651,0.00201927
saccharopine,Amino Acid,Lysine Metabolism,0.00052851,0.0007366,0.00050576,0.00058295,0.00038121,0.0004582,0.0017845,0.0015526,0.00194133,0.0017104,0.00290878,0.0019578,0.00165241,0.00216879,0.00195267,0.00180583,0.00211191,0.00135797,0.00207655,0.00242842,0.00242197,0.00261593,0.00246998,0.0031884,0.00193346,0.00434444,0.00197059,0.00213841,0.00237356,0.00139231
sedoheptulose,Carbohydrate,Pentose Metabolism,0.0012488,0.00207922,0.00275447,0.00191972,0.00153449,0.00262699,0.0014684,0.00119834,0.00234026,0.00230597,0.0026401,0.00114205,0.00227817,0.00202691,0.00203125,0.00277982,0.00199616,0.00166793,0.00331954,0.00191432,0.00339551,0.0018528,0.00248754,0.00223032,0.0019027,0.00591622,0.00210683,0.00133899,0.00147801,0.00187877
sedoheptulose-7-phosphate,Carbohydrate,Pentose Phosphate Pathway,0.00388822,0.00338553,0.00372767,0.00309094,0.00340998,0.00363772,0.00133272,0.00158796,0.00296662,0.0023451,0.00110874,0.00167188,0.00394055,0.00412948,0.00350798,0.00386904,0.00335284,0.00195032,0.00246432,0.00329415,0.00285155,0.00339826,0.00324951,0.00276543,0.00183093,0.00543269,0.00214176,0.00188996,0.00214077,0.00166126
serine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.00252168,0.00237271,0.00226361,0.00206043,0.00157856,0.00191599,0.00271679,0.00293954,0.0043646,0.00491872,0.0044628,0.0024138,0.00568593,0.0053465,0.00624497,0.00629408,0.00600916,0.00482066,0.00598222,0.00785704,0.00775536,0.00828934,0.00611152,0.00680541,0.00704193,0.00291736,0.00753306,0.00731837,0.00742526,0.00615648
spermidine,Amino Acid,Polyamine Metabolism,0.01666789,0.00492602,0.01109999,0.00154724,0.00558007,0.00182769,0.00449894,0.01911167,0.00392474,0.0025521,0.00467577,0.00558665,0.00629272,0.00474903,0.00269289,0.00224889,0.0019478,0.00893143,0.00318326,0.00130951,0.00189592,0.00099513,0.00153061,0.00156982,0.00478916,0.00636648,0.00247717,0.00370603,0.00169493,0.00089771
sphinganine,Lipid,Sphingolipid Metabolism,0.00175233,0.00197608,0.0019312,0.00193686,0.00195436,0.00192342,0.00580858,0.00448128,0.00429716,0.00498602,0.00449255,0.00528768,0.00206325,0.00336964,0.00352355,0.00402944,0.00326975,0.00246083,0.00234045,0.00306078,0.00235775,0.00226518,0.00254687,0.00267154,0.00166322,0.00769771,0.00260078,0.00142367,0.00193507,0.00155332
sphingosine,Lipid,Sphingolipid Metabolism,0.00269607,0.00203849,0.0023363,0.00445491,0.00242371,0.00372555,0.00216938,0.00368497,0.00405849,0.0051312,0.00472204,0.00731767,0.00191172,0.00181488,0.00356914,0.00607938,0.00373976,0.0042762,0.00132961,0.00384528,0.0039039,0.0011488,0.00347383,0.00152769,0.00186498,0.00281937,0.00453445,0.00292943,0.0016572,0.0023317
succinate,Energy,TCA Cycle,0.00153335,0.00124213,0.0012235,0.00157089,0.00122287,0.00160138,0.0011782,0.00193074,0.00333154,0.00302206,0.00231947,0.00122893,0.00293193,0.00280133,0.00268918,0.00180376,0.00260092,0.00398017,0.00210283,0.00287047,0.00267501,0.00208456,0.00252507,0.00144508,0.00281762,0.0106865,0.00298275,0.0021224,0.00222321,0.00195985
sulfate*,Xenobiotics,Chemical,0.00599914,0.00665066,0.00461207,0.00171634,0.00592222,0.00144431,0.00667445,0.00474527,0.00288476,0.00132262,0.00645834,0.00610465,0.00062383,0.00397775,0.00371518,0.00505441,0.00433336,0.00260188,0.00366544,0.0018104,0.0025586,0.00092154,0.00033028,0.00345479,0.00017943,0.00272382,0.00239195,0.00012633,0.00162217,0.00103023
thiamin (Vitamin B1),Cofactors and Vitamins,Thiamine Metabolism,0.00499921,0.00555594,0.00437212,0.00485517,0.00529745,0.00464707,0.00526447,0.00385993,0.00446347,0.00416663,0.00563576,0.00503602,0.00280709,0.00426191,0.00448617,0.00438173,0.00408161,0.00297917,0.00293033,0.00299447,0.00300481,0.00283122,0.00274425,0.00364488,0.0020554,0.00250434,0.00302041,0.00210037,0.00280373,0.00195366
thiamin diphosphate,Cofactors and Vitamins,Thiamine Metabolism,0.00171754,0.00170472,0.00117119,0.00227682,0.00148887,0.00178959,0.00181418,0.00119462,0.00111003,0.00150692,0.00181846,0.00157072,0.00484075,0.00151772,0.00142743,0.00159611,0.00159189,0.00166271,0.0011119,0.00215113,0.001441,0.00162703,0.00314174,0.00127755,0.01292416,0.0012714,0.0013186,0.01043219,0.00093464,0.00062696
thioproline,Xenobiotics,Chemical,0.00076311,0.00347008,0.00584257,0.00372356,0.00312465,0.00454297,0.0060804,0.00184823,0.00861449,0.00647259,0.00369642,0.00467301,0.00417219,0.00419885,0.00620605,0.00414466,0.0033855,0.00108632,0.00364032,0.0026859,0.00306955,0.00238617,0.00154453,0.00110239,0.00270373,0.0005223,0.00341675,0.00288458,0.00297305,0.00212689
threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,0.00336373,0.00250152,0.00080563,0.00648814,0.00102415,0.00646732,0.00410511,0.00144619,0.0032883,0.00366458,0.00265143,0.00108046,0.00325301,0.00254437,0.00098189,0.00393287,0.00408616,0.00357327,0.00311656,0.00156498,0.00419431,0.00283571,0.0049227,0.00263837,0.00603913,0.00080863,0.0025277,0.00341113,0.00191359,0.00473502
threonine,Amino Acid,Glycine_ Serine and Threonine Metabolism,0.00344312,0.00320316,0.00314345,0.00388555,0.0035797,0.0038566,0.00471093,0.00354693,0.00584878,0.00518755,0.00577364,0.00313737,0.00638441,0.00871417,0.01007395,0.00813099,0.00975015,0.00627615,0.00996613,0.01200688,0.01329983,0.01072091,0.00745958,0.01033186,0.0091107,0.00245275,0.01075684,0.01179019,0.01265557,0.00987445
threonylphenylalanine,Peptide,Dipeptide,0.00265637,0.00217306,0.00220613,0.00170629,0.00208155,0.00134114,0.00415881,0.00310209,0.00423547,0.00283149,0.00414596,0.00454576,0.00240558,0.00390129,0.00380488,0.00322744,0.00293906,0.00275976,0.00396255,0.00323703,0.0027991,0.00432479,0.00267523,0.00350256,0.00258472,0.00088098,0.00320421,0.00243392,0.00404856,0.00249841
trehalose,Carbohydrate,Disaccharides and Oligosaccharides,0.0028981,0.00389018,0.00304126,0.00405819,0.00385227,0.00584973,0.00183349,0.00118345,0.00144353,0.00138992,0.0017821,0.00167228,0.001488,0.00250418,0.0023819,0.00208891,0.0028229,0.00159421,0.00304294,0.00283487,0.00314247,0.00191717,0.00170316,0.00250501,0.00124082,0.01482428,0.00176894,0.00152177,0.00204944,0.00149699
tryptophan,Amino Acid,Tryptophan Metabolism,0.00268581,0.00309205,0.00273622,0.00305192,0.00346217,0.00271435,0.00338056,0.002446,0.00432079,0.00300523,0.0042437,0.00320059,0.00261084,0.00403214,0.00453732,0.00435313,0.0046934,0.00343918,0.00532449,0.0065682,0.00625551,0.00586027,0.00461755,0.00706152,0.00474119,0.00241673,0.00616963,0.00575255,0.00702315,0.00570958
tyrosine,Amino Acid,Tyrosine Metabolism,0.00293022,0.00332799,0.00328365,0.0029183,0.00450875,0.00378225,0.003569,0.00243638,0.00385124,0.00311245,0.0041842,0.00287184,0.00253652,0.00366916,0.00416591,0.00414466,0.00391378,0.00309585,0.0045478,0.00528166,0.00586481,0.00506396,0.00376294,0.00554578,0.0039343,0.00297078,0.00436402,0.00364817,0.00584934,0.00384448
